,Word,Count
4496,ПАТОЛОГИЯ,14
4497,период,14
4499,плака,14
4504,подобрение,14
4505,подпис,14
4506,позиви,14
4507,поредна,14
4508,поява,14
4510,превръзка,14
4511,пристягане,14
4512,присъства,14
4515,проходилка,14
4520,резервоари-контролира,14
4525,РЕЧ,14
4531,с.дейност,14
4536,синуси,14
4539,снет,14
4543,СПАЗВА,14
4546,стенокардия,14
4550,СТЪЛБ,14
4551,сутрин,14
4553,сухожилие,14
4557,тази,14
4558,тазово,14
4559,термо,14
4564,тромбоза,14
4566,увреждане,14
4568,уравновесена,14
4569,установено,14
4570,устната,14
4571,ухото,14
4572,фар,14
4574,феномени,14
4578,хроничен,14
4581,черва,14
4583,ЧИСТА,14
4597,анемичен,13
4601,АРТЕРИАЛНИ,13
4604,базален,13
4605,безсилие,13
4606,белезникави,13
4607,БОЛЕСТ,13
4609,боне,13
4610,брадикинезия,13
4616,вибрации,13
4618,влагалището,13
4622,все,13
4623,вследствие,13
4633,дадено,13
4637,дислипидемия,13
4645,ду,13
4646,ДЪЛБОКА,13
4647,дъно,13
4651,ехография,13
4654,ЗАД,13
4655,зараснала,13
4659,изкривяване,13
4660,изпратена,13
4663,имунизация,13
4668,кажа,13
4669,камертон,13
4672,китката,13
4675,колекция,13
4676,колянните,13
4682,кръвонасядане,13
4686,латерална,13
4687,латерално,13
4689,ЛЕК,13
4690,лекар,13
4693,липом,13
4694,лист,13
4695,ЛИЧНОСТ,13
4696,минимални,13
4697,МОТОРНА,13
4699,НАЛЯГАНЕ,13
4700,намаление,13
4701,НАРУШЕНИЯ,13
4702,начални,13
4703,неритмична,13
4706,неустойчива,13
4709,нужда,13
4712,ОБРАЗУВАНИЕ,13
4715,ОБЩ,13
4716,ОК,13
4718,ОРГАНИ,13
4719,органичен,13
4720,остеоартроза,13
4721,остра,13
4722,отворена,13
4723,отговарящо,13
4724,отпаднала,13
4727,ОХРАНЕНОСТ,13
4728,оценка,13
4729,очертания,13
4732,ПАРЕЗА,13
4734,периодично,13
4735,петно,13
4736,пие,13
4737,плексус,13
4738,по-добре,13
4739,по-малко,13
4741,показатели,13
4742,пол.в,13
4744,полови,13
4745,поставени,13
4747,постъпва,13
4748,преживял,13
4752,протеза,13
4753,първа,13
4754,ПЪРВИ,13
4759,различна,13
4760,разположени,13
4761,рамото,13
4762,реагират,13
4763,регулярен,13
4767,РИГИДНОСТ,13
4773,сак,13
4774,сетивност-съхранена,13
4777,системна,13
4778,скапула,13
4779,скула,13
4780,слуз,13
4782,смяна,13
4783,снижена,13
4784,снизени,13
4787,средата,13
4790,сфера,13
4793,съответно,13
4797,телеангиектазии,13
4799,темпорално,13
4800,тиреоидит,13
4802,торса,13
4803,ТРЕМОР,13
4807,удар,13
4808,УДАРА,13
4810,устойчив,13
4811,фаланга,13
4814,фаринкса,13
4823,щадяща,13
4824,ще,13
4842,а.тибиалис,12
4844,активен,12
4846,алкохол,12
4848,АТ,12
4849,атрофия,12
4853,бадем,12
4859,вал,12
4861,взима,12
4862,ВИД,12
4863,виждане,12
4867,враца,12
4869,вълна,12
4870,гинекологична,12
4871,гласни,12
4875,граници-разширени,12
4881,двустранни,12
4882,двустранно.крайници,12
4883,деменция,12
4885,диета,12
4887,дискова,12
4891,ДИФУЗНО,12
4892,дневно,12
4899,енофталм,12
4900,забавени,12
4902,затворен,12
4903,звънлив,12
4905,зони,12
4906,ИБС,12
4908,ИЗСЛЕДВАНИЯ,12
4910,имала,12
4912,инсулин,12
4915,капиляри,12
4917,колената,12
4918,коленна,12
4919,КОНСИСТЕНЦИЯ,12
4920,КОРЕМА,12
4921,коренчета,12
4922,КРАЙНИЦИТЕ,12
4924,лабилност,12
4926,левият,12
4927,лигавици-с,12
4933,ЛЯВАТА,12
4940,меланом,12
4941,мен,12
4943,ми,12
4950,МЪЖ,12
4951,мътна,12
4952,напипва,12
4953,направената,12
4957,негативна,12
4962,нисък,12
4964,новооткрито,12
4966,НОС,12
4971,обема,12
4972,обилие,12
4974,ОБРИВ,12
4976,ОГЛЕД,12
4977,окосмяване,12
4978,окултни,12
4980,оплака,12
4983,оскъдно,12
4986,останалия,12
4987,останалият,12
4989,отоци-няма,12
4996,паметта,12
5000,патерица,12
5003,персистиране,12
5004,планувана,12
5006,плешка,12
5010,пол.двустранно,12
5012,последната,12
5013,прекаран,12
5014,придвижване,12
5017,пулсации-запазени,12
5019,раждане,12
5025,села,12
5029,СЛУХОВ,12
5033,специален,12
5036,стабилно,12
5037,стара,12
5039,статичен,12
5044,съня,12
5045,съответна,12
5046,сър.дейност,12
5048,съхранен,12
5050,таблица,12
5051,там,12
5052,тимпани,12
5058,уравновесен,12
5061,фланг,12
5062,флуор,12
5063,фобии,12
5064,халюцинации,12
5065,ХБ,12
5069,ход,12
5070,хоризонтала,12
5072,хрипове.,12
5076,централно,12
5078,ЧЕРВО,12
5080,ШЕПОТНА,12
5085,явни,12
5100,аборти,11
5101,активните,11
5104,АНАЛИЗАТОР,11
5107,АОРТЕН,11
5109,АРТЕРИЯ,11
5116,бедра,11
5118,болна,11
5120,бяло,11
5122,вежда,11
5130,връзки,11
5131,външна,11
5135,вяли,11
5139,главозамайване,11
5140,глуха,11
5141,годишен,11
5142,гол,11
5151,ДВИГАТЕЛЕН,11
5152,дееспособност,11
5154,депресивно,11
5159,ДОЛНИТЕ,11
5162,дребен,11
5165,екстензия,11
5169,ел,11
5173,ЕХ,11
5174,ехо,11
5176,желае,11
5177,забравяне,11
5178,заден,11
5179,замайване,11
5180,засегнатата,11
5181,затруднен,11
5182,ЗАХАР,11
5186,зрителен,11
5189,изместен,11
5190,ИЗПРАЩА,11
5192,инфекция,11
5195,календарна,11
5198,кардиология,11
5200,кол.става,11
5201,коментар,11
5205,криза,11
5206,крило,11
5207,кръвни,11
5208,кръвоизлив,11
5209,кум,11
5210,кървящи,11
5211,късогледство,11
5212,латерален,11
5214,ЛЕСНА,11
5215,лигавици-нормални,11
5218,лицевия,11
5219,ЛИЦЕТО,11
5222,маст,11
5224,менструация,11
5232,мишницата,11
5235,мрд-няма,11
5240,нар,11
5241,НАСОЧВА,11
5243,него,11
5246,непостоянни,11
5249,НЕУТОЧНЕНА,11
5260,ОБЕМ,11
5261,ОБРАЗОВАНИЕ,11
5262,обструкция,11
5265,окръглено,11
5267,ОПЕРАТИВНА,11
5268,ОПЕРАЦИЯ,11
5271,органи-,11
5274,остеохондроза,11
5275,отклонява,11
5276,отоци-запазени,11
5277,отоци.намалена,11
5278,отпуснати,11
5281,оттенък,11
5282,очните,11
5286,ПАТ,11
5287,пат.промени,11
5289,перисталтика-физиологична,11
5290,пигментирана,11
5293,повдигащ,11
5295,полип,11
5296,ПОРАДИ,11
5298,ПРИЛОЖЕНИЕ,11
5299,продължават,11
5302,ПСИХИЧНО,11
5305,пул.чисто,11
5308,пъти,11
5310,радикално,11
5311,разположение,11
5314,режим,11
5322,с-тика,11
5326,сама,11
5327,самонаблюдение,11
5333,система-без,11
5334,ситен,11
5335,скелет,11
5337,скъсяване,11
5338,СН,11
5339,снощи,11
5340,СОК,11
5341,специалистите,11
5345,стоеж,11
5346,стойка,11
5347,страни,11
5348,страничните,11
5349,стъпалото,11
5352,сух.рефлекси,11
5353,СУХА,11
5356,сън,11
5358,сърдечносъдовата,11
5359,СЪХРАНЕНО,11
5364,тонове-чисти,11
5365,тоново,11
5369,участва,11
5370,УЧАСТИЕ,11
5373,фланговете,11
5374,функционален,11
5375,функционираща,11
5380,ХИПЕСТЕЗИЯ,11
5381,хирургия,11
5384,храна,11
5385,хсм.крайници,11
5390,часа,11
5391,часове,11
5392,шев,11
5393,шийката,11
5395,язви,11
5405,а.д.педис,10
5413,артрит,10
5420,близък,10
5423,ВЕРТЕБРАЛЕН,10
5424,ВИДА,10
5430,волево,10
5434,вътрешни,10
5437,газове,10
5438,галоп,10
5442,говора,10
5443,годишна,10
5444,горе,10
5445,ГОРЕН,10
5449,гръдните,10
5450,далекогледство,10
5451,ДАЛИ,10
5454,ДЕЙСТВИТЕЛНАТА,10
5455,ден,10
5459,ДЕФИЦИТ,10
5460,диагнози,10
5465,днес,10
5466,ДОЛНА,10
5467,допуска,10
5469,дори,10
5472,ДУ,10
5476,емоционален,10
5479,ес,10
5480,жажда,10
5482,заздравяла,10
5484,ЗАПЛАЩАНА,10
5485,ЗАПЛАЩАНЕ,10
5486,засилена,10
5487,затруднение,10
5489,значително,10
5491,зърна,10
5492,зърното,10
5493,изменени,10
5495,изписването,10
5496,ИЗРАЗЕНА,10
5498,инконтиненция,10
5499,ИНФОРМИРАН,10
5503,КАКТО,10
5505,КАРЦИНОМ,10
5510,клепачите.,10
5512,количество,10
5513,количка,10
5514,КОМПЕНСИРАНО,10
5516,КОНФИГУРАЦИЯ,10
5517,конфигурирана,10
5518,КРАЙНИК,10
5519,крайниците-запазени,10
5521,кръг,10
5527,лежащо,10
5528,ЛЕКАРСТВЕНИ,10
5529,ЛЕКАРСТВО,10
5533,локално,10
5534,лош,10
5541,медикаментозно,10
5542,МЕЖДУНАРОДНО,10
5544,МЕКИ,10
5545,МЕСТА,10
5553,монета,10
5555,мрежа,10
5558,НАИМЕНОВАНИЕ,10
5559,намерения,10
5561,наранявания,10
5563,НАЧИН,10
5565,невъзможна,10
5566,НЕГОВОТО,10
5568,нежна,10
5571,незвучни,10
5573,неравности,10
5581,нея,10
5585,ноктите,10
5588,носоглътка,10
5595,обилен,10
5596,обичаен,10
5599,ОКО,10
5603,ОПИПВА,10
5604,опит,10
5605,ОСНОВИ,10
5606,останали,10
5607,ОСТРОТА,10
5610,отстранен,10
5611,отчетливи,10
5612,оформени,10
5621,пер.артерии,10
5626,персистират,10
5627,планов,10
5629,плевен,10
5631,по-вече,10
5632,по-живи,10
5633,по-лесна,10
5635,повлиява,10
5636,ПОДБЕДРИЦА,10
5637,ПОЗИЦИЯ,10
5638,положителна,10
5642,поставяне,10
5648,прешлен,10
5649,придружена,10
5650,ПРИЕМАНЕ,10
5651,припадъци,10
5652,пристъп,10
5654,ПРОДУКТИ,10
5660,пълна,10
5665,разлика,10
5666,различен,10
5668,раменната,10
5669,рамките,10
5670,реагира,10
5672,реакция,10
5674,регулира,10
5675,РЕД,10
5676,резки,10
5679,розов,10
5682,рядко,10
5683,сакрален,10
5684,свободен,10
5690,слез,10
5693,сметка,10
5697,сочни,10
5698,способност,10
5702,сред,10
5703,СРЕДНИ,10
5706,СТРАНИЧНИ,10
5713,суспектна,10
5714,сфера-запазена,10
5715,СЪОБЩАВА,10
5717,сър.тонове,10
5720,сърдечно,10
5724,също,10
5725,СЪЩОТО,10
5731,ту-формация,10
5732,тъп,10
5743,УСИЛИЯ,10
5744,ухапване,10
5749,ХЕМИПАРЕЗА,10
5750,хемоглобин,10
5751,хеморагия,10
5753,ХЕРНИЯ,10
5755,хипотиреоидизъм,10
5756,хистологичен,10
5759,хронични,10
5762,ЦВЯТ,10
5763,ЦЕЛИЯ,10
5764,ЦЕНА,10
5768,шийните,10
5769,широко,10
5771,явяване,10
5787,а.д,9
5788,а.дорз,9
5793,анамнеза-необременена,9
5799,астма,9
5800,АСЦИТ,9
5808,БОЛ,9
5811,бронхиално,9
5812,вариране,9
5813,вдишвания,9
5816,вертикален,9
5817,вече,9
5818,ВИБРАЦИОНЕН,9
5819,видим,9
5820,ВИДИМО,9
5821,вис,9
5823,ВЪВ,9
5824,въз,9
5825,възпален,9
5826,възпалена,9
5827,вътрешната,9
5829,генерализирана,9
5833,гледане,9
5835,говорни,9
5838,гранулации,9
5839,ГРЪДНА,9
5842,даден,9
5843,дата,9
5846,ДЕБЕЛОТО,9
5849,депресивна,9
5850,депресивни,9
5852,дете,9
5853,детска,9
5854,дефинитивна,9
5856,деформиран,9
5858,дискретна,9
5862,ДИШАНЕТО,9
5865,документация,9
5866,ДОЛАВЯ,9
5869,дробна,9
5871,ДФ,9
5872,ДЪНА,9
5873,ДЯСНАТА,9
5875,еднакъв,9
5876,ЕМОЦИОНАЛНО,9
5881,зависимости,9
5882,заоблен,9
5885,заради,9
5887,ЗАЧЕРВЯВАНЕ,9
5890,ИДВА,9
5893,изпотен,9
5894,ИЗРАЗЕНИ,9
5895,изранена,9
5897,ИМ,9
5898,инвалидна,9
5904,кат,9
5910,клепача,9
5911,кол.стави,9
5912,колело,9
5914,КОНТАКТЕН,9
5915,контрактури,9
5916,конфигурирани,9
5917,КООРДИНАЦИОННИ,9
5921,коригиран,9
5922,коричка,9
5925,КРАЙНИКА,9
5927,кризи,9
5931,куцаща,9
5940,лимфаденомегалия,9
5941,лица,9
5947,маг.съд,9
5949,май,9
5954,метална,9
5956,мисленето,9
5957,мисловна,9
5960,МЛЕЧНА,9
5961,МОЖЕ,9
5964,МУСКУЛАТУРА,9
5965,мускулни,9
5966,мускулно,9
5968,НАДКОСТНИ,9
5970,накуцване,9
5973,НАСОЧЕН,9
5974,настоящи,9
5976,нахранване,9
5978,невъзможно,9
5984,неясни,9
5987,нокти,9
5988,нокът,9
5997,носни,9
5999,нощта,9
6003,образ,9
6005,ода,9
6006,ОДН,9
6007,ок.син,9
6010,оперативният,9
6011,оптимален,9
6015,остри,9
6016,острота-корекция,9
6017,осъществена,9
6019,ОТГОВАРЯЩА,9
6021,отдясно,9
6022,отложена,9
6032,отчет,9
6033,оформен,9
6034,ОФТАЛМОЛОГ,9
6039,палците,9
6040,парализа,9
6042,пасивно,9
6044,пат.изменения,9
6046,пер.вени,9
6047,периоди,9
6051,пет,9
6053,плануван,9
6059,повърхностен,9
6064,подмишница,9
6067,подути,9
6068,подчертани,9
6069,ПОЛОЖИТЕЛНИ,9
6070,помощта,9
6071,посочената,9
6073,постоянни,9
6074,постъпила,9
6075,поясно,9
6077,прегледан,9
6078,прегледана,9
6079,преден,9
6082,притъпен,9
6083,ПРОВЕДЕНА,9
6084,проследява,9
6085,прост,9
6086,ПРОСТАТА,9
6087,простатната,9
6091,ПСП,9
6095,работа,9
6096,раздвижване,9
6097,РАЗМЕРИ,9
6099,реагиращи,9
6100,реализирани,9
6103,регистрират,9
6106,рефлексни,9
6112,РОЗОВА,9
6114,с-е.глава,9
6120,свят,9
6121,сега,9
6122,седалището,9
6123,сетивен,9
6125,сетивността,9
6126,сигма,9
6128,СИЛНА,9
6129,СИМЕТРИЧНА,9
6131,система-нарушени,9
6132,система-с,9
6133,сит.шум,9
6137,служебно,9
6138,смрд-не,9
6143,срастване,9
6145,ставно,9
6147,струма,9
6152,съдържимо,9
6154,СЪХРАНЕНИ,9
6155,същия,9
6157,тонови,9
6158,топло,9
6163,травматична,9
6166,туширане,9
6167,тъканите,9
6178,УЧЕСТЕНА,9
6180,ФИЗИЧЕСКИ,9
6181,флебит,9
6182,флуктуация,9
6189,характеристика,9
6192,химиотерапията,9
6196,хоризонт,9
6200,хронична,9
6201,хронично,9
6204,център,9
6205,цепки,9
6207,червено,9
6208,ЧЕСТОТА,9
6209,ЧЕТВЪРТИ,9
6210,чуват,9
6215,я-я,9
6235,абдомен,8
6236,абсцес,8
6237,адекватни,8
6238,адхезии,8
6241,алергия,8
6243,аменорея,8
6244,анал,8
6246,аналната,8
6249,АНЕМИЧЕН,8
6254,ареоли,8
6259,ах,8
6263,бедрена,8
6265,без-шум-находка,8
6270,болничен,8
6271,бременност,8
6272,бъбреците,8
6275,варикозен,8
6276,вегетативно,8
6280,вечер,8
6281,ВЗЕМАТ,8
6282,ВИБРАЦИОННА,8
6283,визуализират,8
6289,вливане,8
6290,временна,8
6291,възможности,8
6292,възпалени,8
6293,вълни,8
6296,генитален,8
6300,глезенните,8
6305,ГЪРДИТЕ,8
6308,давностна,8
6309,ДАДЕНИ,8
6311,датира,8
6316,дебелите,8
6318,действието,8
6319,декември,8
6321,дена,8
6322,депресия,8
6323,дефект,8
6324,деформираща,8
6336,ДОБАВЕНА,8
6339,документи,8
6340,ДОЛЕН,8
6342,долно,8
6345,другите,8
6353,ДЯСНОТО,8
6354,единична,8
6366,железа-нормална,8
6367,ЖЕНА,8
6369,жълтеникав,8
6370,заглъхване,8
6372,ЗАДУХ,8
6373,заздравял,8
6374,залющена,8
6383,ЗРИТЕЛНА,8
6384,зрителната,8
6387,измерени,8
6388,измери,8
6393,изследва,8
6394,изчерпване,8
6395,ин,8
6396,интензивно,8
6397,инфилтрат,8
6399,ирадиира,8
6405,капацитет,8
6408,кашля,8
6411,кисти,8
6412,клинично,8
6417,КОКСАРТРОЗА,8
6418,колит,8
6419,кон,8
6421,контакт,8
6423,КОНТРОЛ,8
6424,конци,8
6427,корекции,8
6435,куркане,8
6436,кървящо,8
6437,ЛАТЕНТНИ,8
6441,ЛИГАВИЦА,8
6444,липсващ,8
6445,личи,8
6446,локализирана,8
6453,маслина,8
6454,матова,8
6462,месеци,8
6463,микоза,8
6469,МРЕЖА,8
6474,НАЛЕП,8
6476,намерен,8
6477,направените,8
6478,напукани,8
6479,напълнени,8
6480,НАРУШЕНА,8
6481,НАЧАЛНИ,8
6484,неврология,8
6485,незадоволителен,8
6488,неориентиран,8
6489,непроменени,8
6490,непроходим,8
6493,неспокойствие,8
6495,нестабилни,8
6498,ни,8
6499,НИВО,8
6500,НИЗЗД,8
6502,ноздра,8
6511,обективни,8
6513,обемни,8
6514,образованието,8
6515,огнища,8
6521,околна,8
6526,оптична,8
6528,ОРИЕНТИРАНА,8
6530,ослабени,8
6531,основите.,8
6533,острота-нормална,8
6534,отвор,8
6535,отворени,8
6536,отговарят,8
6539,отива,8
6549,отци,8
6551,оцветяване,8
6566,патологичен,8
6570,персистиращи,8
6571,пигментация,8
6572,пила,8
6575,планови,8
6576,планово,8
6579,плоско,8
6580,плътни,8
6581,пневмония,8
6582,по-високи,8
6583,по-изразен,8
6584,поведението,8
6586,повишаване,8
6587,ПОВЪРХНОСТ,8
6588,повърхностно,8
6591,подмишнична,8
6594,пола,8
6595,понесъл,8
6596,посочените,8
6597,постигнат,8
6599,прави,8
6600,ПРАВИЛЕН,8
6601,практиката,8
6602,преглеждана,8
6604,ПРЕДИ,8
6608,приведена,8
6610,проведе,8
6611,проведен,8
6613,провел,8
6615,простатен,8
6617,психиатричен,8
6619,пушач,8
6622,разчесвания,8
6623,ранно,8
6625,регистрира,8
6629,рехабилитация,8
6639,сам,8
6640,сантиметър,8
6642,СЕКРЕЦИЯ,8
6645,сетивност-хипестезия,8
6646,СИЛНИ,8
6649,синхронно,8
6652,скъсено,8
6653,СЛАБО,8
6654,слузна,8
6656,СОМ,8
6658,СОНОРЕН,8
6660,социума,8
6661,сочна,8
6663,спец,8
6671,стичащ,8
6672,стои,8
6673,стойностите,8
6676,студено,8
6678,субективно,8
6683,СУХ,8
6684,схващане,8
6687,съвет,8
6689,СЪДОВА,8
6690,съдове-има,8
6691,сънливост,8
6700,тиреотоксикоза,8
6701,тогава,8
6707,точка,8
6710,трети,8
6711,ТРЕТИ,8
6714,триене,8
6716,ту-формации,8
6717,тъпанче,8
6718,увеличение,8
6720,УКАЗАНИЯ,8
6723,УСЕТ,8
6724,УСКОРЕНА,8
6725,усложнена,8
6726,уста,8
6727,УСТАНОВЕН,8
6728,устни,8
6730,ФЕБРИЛЕН,8
6732,физическа,8
6736,ХЕМОГЛОБИН,8
6741,ХИПЕРЕМИЯ,8
6743,хиперрефлексия,8
6749,хистологията,8
6750,ХМ,8
6751,хоспитализации,8
6754,цветно-норма,8
6757,цигари,8
6762,ЧЕ,8
6764,черния,8
6768,чревен,8
6769,чрез,8
6771,ЧУВСТВА,8
6772,чуждо,8
6773,шизофрения,8
6800,а.а,7
6803,абдоминалис,7
6807,адекватно,7
6811,аксиалния,7
6812,АКТИВНИ,7
6817,артериален,7
6821,ахил,7
6822,ахилесовото,7
6834,брадичката,7
6836,бучки,7
6837,бюста,7
6840,вените,7
6842,вземащ,7
6847,виене,7
6849,вливания,7
6850,влошило,7
6851,водена,7
6852,волтаж,7
6858,ВЪТРЕШЕН,7
6860,ГАДЕНЕ,7
6864,георги,7
6865,гинекомастия,7
6870,ГЛАВАТА,7
6872,гласов,7
6874,ГЛЕЗЕНИТЕ,7
6877,горепосочените,7
6878,горно,7
6879,гранулиран,7
6880,гръбначно,7
6886,движени,7
6889,дезориентиран,7
6890,дезориентирана,7
6891,декларирам,7
6894,ДЕСНИЯ,7
6895,десният,7
6897,диабетика,7
6898,дискретно,7
6904,дифузен,7
6906,диша,7
6909,дланта,7
6913,ДОПИР,7
6916,ДОСТЪПНИТЕ,7
6917,дренаж,7
6918,дроби,7
6919,ДРУГИ,7
6924,думи,7
6927,дъна-ретинопатия,7
6931,единия,7
6932,едно,7
6941,епизод,7
6944,желание,7
6945,железа,7
6946,жив,7
6948,жлезата,7
6949,жълти,7
6950,забол,7
6951,заболяване-значително,7
6952,залющване,7
6955,засегнато,7
6956,застои,7
6958,затрудняващи,7
6959,здравословно,7
6961,значителна,7
6962,зоната,7
6967,известна,7
6968,известно,7
6969,издишане,7
6970,изкашляне,7
6972,изписва,7
6987,капацитивни,7
7000,КОЛЯНО,7
7002,контрола,7
7007,КОРЕКЦИЯ,7
7008,КОРЕМНА,7
7009,коронарна,7
7015,кръгли,7
7018,КУРС,7
7019,курсове,7
7020,кър,7
7029,ЛАБИЛНА,7
7030,лактите,7
7035,левкемия,7
7037,лекарствените,7
7041,лигавици-норма,7
7042,лигавици-нормално,7
7043,локализация,7
7044,луксация,7
7049,майчина,7
7050,мамилата,7
7052,маркери,7
7053,март,7
7055,материи,7
7057,медик,7
7058,медицински,7
7061,МЕХУР,7
7062,миди,7
7068,миокарда,7
7069,миризма,7
7070,мисловно,7
7075,момента-без,7
7079,мудно,7
7088,най-вероятно,7
7091,НАМАЛЕНИ,7
7094,направи,7
7101,негово,7
7105,нервен,7
7106,нервни,7
7107,нервно-психическо,7
7110,нередовна,7
7111,несигурна,7
7120,неуточнена,7
7121,ниска,7
7122,новозаписан,7
7124,новообразование,7
7140,обратно,7
7141,обременена,7
7145,ограничено,7
7151,окръглена,7
7156,оперираната,7
7160,орем-мек,7
7163,остава,7
7168,ОТДЕЛ,7
7172,отношение,7
7173,отоци-по,7
7174,отоци.,7
7183,отрицателна,7
7185,па,7
7186,паднал,7
7187,паднала,7
7188,пакети,7
7191,панкреатит,7
7194,пасаж,7
7196,ПАСИВНИ,7
7200,ПАТОЛОГИЧНО,7
7201,ПАЦИЕНТА,7
7202,ПАЦИЕНТКА,7
7204,пер.а.а,7
7208,пес,7
7212,пластика,7
7218,по-грубо,7
7219,по-изразено,7
7223,подобрено,7
7224,подребрена,7
7227,подута,7
7229,поканена,7
7230,покрита,7
7231,поле,7
7234,полов,7
7235,получил,7
7236,получила,7
7237,понижена,7
7238,поредно,7
7239,ПОСТ,7
7242,походка-самостоятелна,7
7247,прегледи,7
7248,предизвикан,7
7249,предно,7
7250,предписаните,7
7253,придърпване,7
7254,приложението,7
7257,пробно,7
7258,ПРОВЕЖДА,7
7262,протезни,7
7264,процедури,7
7265,ПРЪСТА,7
7275,работеща,7
7276,равни,7
7278,раз,7
7279,РАЗНОКАЛИБРЕНИ,7
7281,разчитане,7
7285,редовната,7
7287,релеф,7
7292,рефлексът,7
7293,реч-до,7
7297,РИТ,7
7298,рит.сър,7
7306,ръба,7
7310,с-с-без,7
7315,самообслужване,7
7318,светлинен,7
7319,свикащи,7
7321,сестра,7
7324,СИМЕТРИЧНО,7
7329,СИСТЕМИ,7
7330,сит,7
7331,СКЪСЕН,7
7336,слепоочие,7
7341,спад,7
7342,спаднал,7
7344,специалисти,7
7346,СПОКОЙНИ,7
7348,СРЕДНА,7
7357,стационар,7
7358,СТЕНА,7
7360,стеноза,7
7361,стомах,7
7362,страдащи,7
7363,стрии,7
7364,студенина,7
7368,суспектни,7
7369,схема,7
7370,СХЕМА,7
7371,съдебно,7
7372,СЪДОВЕ,7
7375,съответни,7
7376,съответствуващ,7
7381,ТАЗОВИ,7
7382,тазовите,7
7384,ТАЛОН,7
7386,ТАХИКАРДИЯ,7
7388,телесно,7
7389,темето,7
7390,темпорална,7
7391,тилно,7
7396,тонов,7
7399,тотално,7
7400,трахеята,7
7404,тъмен,7
7405,тъмна,7
7406,тъмно,7
7412,УПЛЪТНЕН,7
7417,УСИЛЕНА,7
7418,успоредни,7
7420,УСТНА,7
7421,устойчива,7
7422,ушни,7
7426,физиологични,7
7428,ФРЕКВЕНЦИЯ,7
7432,хеморагии,7
7438,хипертрофични,7
7442,хистологична,7
7443,хистология,7
7448,ХРИП,7
7450,хълбочна,7
7452,цвета,7
7455,целият,7
7460,червата,7
7461,червен,7
7463,чувствува,7
7471,юли,7
7472,юни,7
7474,яйчници,7
7500,а.д.п,6
7505,АВТО,6
7507,АДЕКВАТНА,6
7509,аксиални,6
7510,акцентиран,6
7512,АЛО,6
7514,амбулаторен,6
7516,анализ,6
7517,аневризма,6
7518,АНЕМИЯ,6
7519,АНУС,6
7529,АТАКСИЯ,6
7533,афония,6
7536,бедрен,6
7540,без-полидипсия,6
7544,била,6
7550,болките,6
7551,брадавици,6
7553,бузите,6
7554,бурна,6
7555,БУЧКА,6
7558,в-дясно,6
7561,вар,6
7562,варикозна,6
7563,ВАРИКОЗНИ,6
7574,влеченията,6
7577,ВОЛТАЖ,6
7578,волята,6
7581,вторична,6
7586,възрастова,6
7587,ВЪНШЕН,6
7588,външната,6
7590,вътрешна,6
7596,генерализирано,6
7597,ги,6
7598,гипс,6
7599,главно,6
7603,глухота,6
7605,говори,6
7609,големината,6
7613,границите,6
7615,гърлобол,6
7629,ДВИЖЕНИЕ,6
7632,дебели,6
7636,действителното,6
7637,десет,6
7641,ДЕФОРМАЦИЯ,6
7642,деформирано,6
7646,диагнозата,6
7649,дискове,6
7654,дистимия,6
7662,допълнително,6
7671,дълбоки,6
7672,дължина,6
7673,дъх,6
7676,едва,6
7684,експертно,6
7687,емоциите,6
7688,ендокринна,6
7693,ехографски,6
7697,жизненост,6
7704,жлъчен,6
7709,задоволителен,6
7712,запис,6
7713,започва,6
7714,ЗАПОЧВА,6
7717,затоплени,6
7719,ЗДРАВ,6
7720,ЗДРАВА,6
7727,ЗРЕНИЕТО,6
7730,извършва,6
7732,изживявания,6
7733,изменение,6
7734,изморяване,6
7735,изостава,6
7737,изпратен,6
7739,имал,6
7741,индиферентен,6
7743,интелекта,6
7744,интервал,6
7746,инфектирана,6
7747,ИСКА,6
7751,кабинет,6
7753,карта,6
7755,КАСАЕ,6
7756,кахексия,6
7757,КАШЛИЦА,6
7758,кашлица-със,6
7759,кг.,6
7766,когато,6
7769,коленен,6
7770,КОЛЕНЕТЕ,6
7771,КОЛКОТО,6
7772,комитет,6
7776,конфигуриран,6
7777,конюнктивите,6
7778,корекционни,6
7781,кош.бял,6
7785,кръвообръщението,6
7786,кръвопреливане,6
7787,КЪМ,6
7788,кървави,6
7790,лакътя,6
7794,левите,6
7801,ЛЕЩАТА,6
7802,лещи,6
7805,лимфа,6
7808,ЛИПСВАЩИ,6
7815,лющеща,6
7825,маркер,6
7827,маточната,6
7828,медиален,6
7829,медиално,6
7830,МЕДИКАМЕНТИ,6
7831,медикаментите,6
7834,мек.спокоен,6
7835,меките,6
7836,МЕСЕЦА,6
7837,местата,6
7838,метастаза,6
7839,мимика,6
7848,мисъл,6
7852,множествени,6
7853,МНОЖЕСТВО,6
7855,МУСКУЛЕН,6
7856,МУСКУЛНА,6
7858,наблюдават,6
7860,надигнати,6
7862,наднормена,6
7863,НАЗНАЧЕНА,6
7866,наличието,6
7875,насиняване,6
7876,наследствена,6
7877,начина,6
7880,небцето,6
7884,негова,6
7885,некроза,6
7887,необходима,6
7888,необходимите,6
7889,непълен,6
7893,нервната,6
7894,нервност,6
7895,нередовно,6
7909,нефролитиаза,6
7910,нефропатия,6
7912,ниски,6
7914,НИСЪК,6
