,Word,Count
12453,деца,3
12454,ожа,3
12455,Ръст-см,3
12456,AN,3
12457,дъна-м,3
12458,креатинин-DATEгод.екг.НЕВРОЛОГИЧЕН,3
12459,отточен,3
12460,квадрипареза,3
12461,кардиолог-DATEгод.и,3
12462,ехокардиография-DATEгод.екг,3
12463,кардиолог-DATE,3
12464,офталомолог,3
12465,DATEгод.ехокардиография,3
12466,сърбяща,3
12467,DATEгод.И,3
12468,марлята,3
12469,год.екг,3
12470,DATEгод.офталмолог,3
12471,DATEгод.екг,3
12472,ве.двустранно,3
12473,личностадекватен,3
12474,Влагалище-нормално,3
12475,хипоглосус,3
12476,ЗАЕМА,3
12477,КРЕПИТИРАЩИ,3
12478,ПОДБЕДРИЦАТА,3
12479,Ч.ДР.НЕУВЕЛИЧЕН,3
12480,ДОЛНИТЕКРАЙНИЦИ,3
12481,ДВИЖИ,3
12482,ep,3
12483,Сьрдечно,3
12484,сьдова,3
12485,тькан,3
12486,Л.Възли,3
12487,Пикочополова,3
12488,клапа.Pulmo-чисто,3
12489,перисталтика-болезненост,3
12490,ИДЕМ,3
12491,ГИПСОВА,3
12492,таблицата,3
12493,оче,3
12494,Дребен,3
12495,Болево,3
12496,LS,3
12497,дейн.АН,3
12498,параветебрално,3
12499,сиво-бледа,3
12500,относително,3
12501,острота-namalena,3
12502,съдове-разширени,3
12503,оцветено,3
12504,надкости,3
12505,шумов,3
12506,стабилена,3
12507,фр-я,3
12508,пот,3
12509,Cor-Нормофреквентана,3
12510,Повърхности,3
12511,латенти,3
12512,офталмологичен,3
12513,Вобластта,3
12514,Верт.синдром,3
12515,кръстната,3
12516,везикуларни,3
12517,хипертрофично,3
12518,Тх,3
12519,лигавици-без,3
12520,хлътнало,3
12521,Норм.за,3
12522,стъпване,3
12523,Консулт,3
12524,жълтеникава,3
12525,неув.глава,3
12526,неуваличени,3
12527,дипане,3
12528,реналис-отрицателен,3
12529,Нисък,3
12530,ндеферентна,3
12531,палпация.,3
12532,Дребнопапулозен,3
12533,лигавици-добре,3
12534,артирии,3
12535,аритмия-Ка,3
12536,уретер.Сукусио,3
12537,ексудация,3
12538,нег,3
12539,и-мек,3
12540,групи,3
12541,Псих.съст-стабилно,3
12542,гр.на,3
12543,действителна,3
12544,еднични,3
12545,лявята,3
12546,СЪР.ДЕЙ,3
12547,ЛЯВОТО,3
12548,РИТ.СЪРДЕЧНА,3
12549,КОЛЯНОТО,3
12550,ОРЕХ,3
12551,ТЪКАН,3
12552,ЛИМФЕН,3
12553,РУЛМО,3
12554,ЛИГАВИЦИ-РОЗОВИ,3
12555,дъга.слезка,3
12556,Лещи,3
12557,Макула,3
12558,пигмент,3
12559,К-ЦИЕ,3
12560,ПЕРИФЕРНА,3
12561,Съзъбие,3
12562,пурсации,3
12563,Горен,3
12564,зъбни,3
12565,квайници,3
12566,възр.обучена,3
12567,парезстезии,3
12568,R.R-NUM,3
12569,фиброкистозна,3
12570,отсл.вез.диш,3
12571,кр.съдове,3
12572,зрението-л.о-до,3
12573,нормоф,3
12574,характерен,3
12575,назофарингса,3
12576,стеснен,3
12577,Визус-ОD,3
12578,ОS,3
12579,ЗАТРУДНЕНА,3
12580,СИСТ,3
12581,систулен,3
12582,Разязвяване,3
12583,надолу,3
12584,обр.с,3
12585,ОЧИ-ЗДРАВИ,3
12586,Б.О.цветоусещане-нормално,3
12587,ромберг-нестабилен,3
12588,РН,3
12589,необолжен,3
12590,грапава,3
12591,ОТЦИ,3
12592,система-правилно,3
12593,тимпаничен,3
12594,мек.палпаторна,3
12595,движения.,3
12596,ЕКГ-ДББ,3
12597,снижения,3
12598,нарушават,3
12599,ОДАб.о,3
12600,движениа,3
12601,инактивитетна,3
12602,Плоскостъпие,3
12603,засегнатия,3
12604,Отчетливи,3
12605,Висцери,3
12606,задоволит,3
12607,ЧДД,3
12608,Акц.Ао,3
12609,Пролапс,3
12610,поястния,3
12611,ст-усилени,3
12612,дългите,3
12613,фиброзни,3
12614,гъбички,3
12615,зеница,3
12616,претернатуралис,3
12617,Ритъм-б,3
12618,изпратена,3
12619,повръхност,3
12620,определена,3
12621,Палп.болезненост,3
12622,ядра,3
12623,фл,3
12624,креаатенин,3
12625,ритъм-б,3
12626,тон.Ритмична,3
12627,Сист.шум,3
12628,травмата,3
12629,кл.тест,3
12630,норм.дълб,3
12631,полиневрит,3
12632,палп.чувств,3
12633,парамал,3
12634,хирурзите,3
12635,изсл.КАТ,3
12636,произхождаща,3
12637,ушния,3
12638,ЕКГ-бо,3
12639,метатарзофалангеална,3
12640,Тургур,3
12641,Щадяща,3
12642,интелект-на,3
12643,процес-забавен,3
12644,Неадекватен,3
12645,аа.дорзалиспедис,3
12646,ЧД-на,3
12647,хрипове.Корем,3
12648,цервикалния,3
12649,застойна,3
12650,заздравяващ,3
12651,смесен,3
12652,седящо,3
12653,с-ние.Т,3
12654,Сч,3
12655,медиалния,3
12656,вл.незвънливи,3
12657,хрипое,3
12658,ортопнея,3
12659,безотоци,3
12660,гръбна,3
12661,с-ние.Бледоиктерична,3
12662,ритм.с.дейност,3
12663,надигнат,3
12664,Настоява,3
12665,разтяжни,3
12666,увеличени.Пулмо,3
12667,акцт,3
12668,еритемосквамозен,3
12669,грьдна,3
12670,ляво.,3
12671,pulmo-изострено,3
12672,рентг,3
12673,Спондилоартрозис,3
12674,тип.На,3
12675,Ослабени,3
12676,усет.Смутен,3
12677,щадящо,3
12678,биомеханика,3
12679,палпацияна,3
12680,отвеждане,3
12681,бабинсик,3
12682,иболезнини,3
12683,сърбящи,3
12684,симетричн,3
12685,отоцизапазени,3
12686,ран,3
12687,вобласта,3
12688,жлез-без,3
12689,Неврастенен,3
12690,Доброкачествено,3
12691,ГЛУХОВАТА,3
12692,ВЕНОЗЕН,3
12693,ТЕЧНОСТ,3
12694,Т-вълна,3
12695,Торакална,3
12696,параспинална,3
12697,СМУЩЕНИЕ,3
12698,ПОХОДКАТА,3
12699,отр.Липсват,3
12700,психимеско,3
12701,QT-NUM,3
12702,иясни,3
12703,ЕКГляв,3
12704,фронтално,3
12705,ус,3
12706,м.Чисто,3
12707,крепитиции,3
12708,имплант,3
12709,М.тимпани,3
12710,ст.в,3
12711,глезенната,3
12712,сис.шум,3
12713,сърдечн,3
12714,НАЛОЖЕН,3
12715,СТЕНД,3
12716,хипоксия,3
12717,респираторан,3
12718,расширени,3
12719,СЪДОВЕТЕ,3
12720,НАДОЛНИ,3
12721,КРАЙНИЦИНЯМА,3
12722,МАЛКИ,3
12723,психогенни,3
12724,панически,3
12725,консултацията,3
12726,ескориации,3
12727,сатус-без,3
12728,МАМЕ,3
12729,Ерб.Нормални,3
12730,dorsales,3
12731,РЕДУЦ,3
12732,ТАХИРИТМ,3
12733,МЕКА,3
12734,РЪБ,3
12735,пмт,3
12736,ПРОСТАТНА,3
12737,ПЛАЗИЯ,3
12738,узд,3
12739,неотточн,3
12740,ПОДБЕ,3
12741,ДРИЦИ,3
12742,ЩО,3
12743,СЛАБЕНИ,3
12744,ните,3
12745,хилова,3
12746,ТИП.ЗА,3
12747,ТЕ,3
12748,СЪ,3
12749,ХРАНЕНА,3
12750,СЕТИВНОСТнам,3
12751,стви,3
12752,ЖЛПСИХИЧНО,3
12753,ЗАСОБ,3
12754,СТВЕНА,3
12755,ФИКСАЦИЯ,3
12756,ИРЕТЕНЦИЯ,3
12757,ЕЗА,3
12758,МЕТЕОРИСТИЧЕН,3
12759,НЕУТОЧНИ,3
12760,адинамичен,3
12761,Pulmo-отсл,3
12762,неболезнен.,3
12763,несрастнало,3
12764,О.Неврологичен,3
12765,норм.без,3
12766,съпругът,3
12767,Полиневропатен,3
12768,цв.зрение,3
12769,разш.на,3
12770,лумена,3
12771,плътноеласт,3
12772,небните,3
12773,воднист,3
12774,НЕБОЛЕЗНЕНА,3
12775,ПАКЕТ,3
12776,система-Б.О,3
12777,ФИЗ.РАЗВИТИЕ,3
12778,ТЕХНИ,3
12779,ПРИНУДИТЕЛНА,3
12780,хирпове,3
12781,орофаринкс,3
12782,среднии,3
12783,QRS,3
12784,комплекси,3
12785,новото,3
12786,глуховат,3
12787,обхващаща,3
12788,КОНЮНКТИВИ,3
12789,д.мл.жл,3
12790,Интоксикирана,3
12791,вълната,3
12792,макулата,3
12793,оперт,3
12794,нр,3
12795,ман.изсл,3
12796,ЕКГ-на,3
12797,Фебрилно,3
12798,бавно,3
12799,рефлексия,3
12800,везио,3
12801,мезосист,3
12802,СЪСТОЯНИ,3
12803,колянно,3
12804,Дистално,3
12805,Отр,3
12806,Ос,3
12807,атрофирали,3
12808,ПОДУТИ,3
12809,ЛЕВИ,3
12810,ЗАБАВЕНА,3
12811,ОЧИЛА,3
12812,ПО-ЖИВИ,3
12813,МЬОБЕЦ,3
12814,БЛЕДОРОЗОВ,3
12815,ПЪТ,3
12816,ХИПЕРПЛАЗИЯ,3
12817,ПОЧТИ,3
12818,Gl.mam,3
12819,ЦИК,3
12820,Waalet,3
12821,мел,3
12822,прокс,3
12823,Цефалгичен,3
12824,ППС-без,3
12825,Предвид,3
12826,Установява,3
12827,CD,3
12828,задоволителнообщо,3
12829,сегменти,3
12830,изледване,3
12831,диабетни,3
12832,пръстен,3
12833,везикале,3
12834,НОВА,3
12835,вертикална,3
12836,Хеберденови,3
12837,ХОРИЗОНТАЛНА,3
12838,зъбци,3
12839,вторични,3
12840,ПДББ,3
12841,Парциална,3
12842,изместване,3
12843,надключично,3
12844,суфузии,3
12845,Отоскопски,3
12846,Лимфен,3
12847,описания,3
12848,NUM-см.ЕКГ-синусов,3
12849,как,3
12850,удьлжен,3
12851,Афоничен,3
12852,NUM-л,3
12853,двустр.Няма,3
12854,дв.Няма,3
12855,ф-ма,3
12856,Хлътнало,3
12857,булби,3
12858,ст.В,3
12859,чистовез,3
12860,основа-едри,3
12861,стеви,3
12862,НС-рефлекси,3
12863,ЧВД.Сукк,3
12864,ПРОСТАТАТА,3
12865,ЧВДСукк,3
12866,ТТ-NUM,3
12867,ч.в.д.Сукк.рен,3
12868,напречен,3
12869,увелечен,3
12870,телосложение,3
12871,рана.Долни,3
12872,нпп,3
12873,жлъчния,3
12874,резецирана,3
12875,Конт.Кожа,3
12876,съст.Адекв,3
12877,стерн,3
12878,съст.Конт,3
12879,глухо,3
12880,брои,3
12881,наб.отоци,3
12882,кам,3
12883,боледувал,3
12884,променящи,3
12885,АРТРОЗНО,3
12886,подпряна,3
12887,възм,3
12888,сухов,3
12889,далечно,3
12890,удaрa,3
12891,говорима,3
12892,тазоб,3
12893,енуклеация,3
12894,хрущялна,3
12895,Параверт,3
12896,пъпа.Ч,3
12897,крайникбез,3
12898,отр.ЧМН,3
12899,д.бял,3
12900,подреберена,3
12901,двустрана,3
12902,подбедри,3
12903,Фрек,3
12904,Задоволителнообщо,3
12905,квадрат,3
12906,МАТКА,3
12907,PVCU,3
12908,WOD,3
12909,р.с.дейност,3
12910,незачервена,3
12911,тромбофлебитни,3
12912,Подвижна,3
12913,саттус,3
12914,отвърстие,3
12915,клавикула,3
12916,Възелче,3
12917,Еритемни,3
12918,Еритемно,3
12919,нах.Корем,3
12920,сок,3
12921,мамае,3
12922,раните,3
12923,Походка-запазена,3
12924,Единично,3
12925,еластицитет,3
12926,НС-полиневропатен,3
12927,подбедрена,3
12928,NUM-на,3
12929,уплътнявания,3
12930,декубитална,3
12931,presbiopia,3
12932,някой,3
12933,rtine,3
12934,налобени,3
12935,дяно,3
12936,Унил,3
12937,Болезн,3
12938,НИЕ,3
12939,ПЕРКУНОРЕН,3
12940,ЯСНО,3
12941,двигател,3
12942,гърда-нормална,3
12943,опер.намеса,3
12944,ВСЛЕДСТВИЕ,3
12945,проби-статична,3
12946,неув.Слезка,3
12947,едностранна,3
12948,аниктерични,3
12949,Cor-аритм,3
12950,о.Психично,3
12951,Визус-със,3
12952,статика,3
12953,еутироиден,3
12954,Гонартроза,3
12955,катаркта,3
12956,експираторен,3
12957,базалиома,3
12958,колпит,3
12959,депрес,3
12960,тригеминус,3
12961,Координация-несмутена,3
12962,Симетрична,3
12963,а.дорз.пед,3
12964,кликове,3
12965,ортопноично,3
12966,S.с,3
12967,свир,3
12968,Адкватна,3
12969,в.не,3
12970,Бледорозови,3
12971,изкривена,3
12972,неадекватна,3
12973,дв.ръце,3
12974,темпорални,3
12975,реф,3
12976,конс.на,3
12977,указ.за,3
12978,дифудна,3
12979,плапт,3
12980,СХД,3
12981,боб,3
12982,лемф,3
12983,виз-,3
12984,рефл.Л,3
12985,урина-белт.отр,3
12986,бил.отр,3
12987,отр.дв.Оп.дв.ап,3
12988,вл.хр,3
12989,чер.др.на,3
12990,ритъмична,3
12991,възраст-отговаряща,3
12992,Запазенa,3
12993,опщо,3
12994,Л.о,3
12995,епигастриумо,3
12996,начално,3
12997,лигавици-хиперемирано,3
12998,хсм.арефлексия,3
12999,ахил.сухожилия,3
13000,Серозна,3
13001,продълговата,3
13002,абд,3
13003,Психом,3
13004,Гланд,3
13005,сен,3
13006,верука,3
13007,келоиди,3
13008,Рубеозис,3
13009,рубеозис,3
13010,Ахилесов,3
13011,риглушени,3
13012,могат,3
13013,НАТИСК,3
13014,ВЪРХУ,3
13015,Hg.Невролог,3
13016,иповърхосна,3
13017,цикагрих,3
13018,ставен,3
13019,двос-NUM,3
13020,ЗАСТОИНИ,3
13021,ПРАВИЛНО,3
13022,прободна,3
13023,ДРАЗНЕНЕ,3
13024,киткова,3
13025,КМС-артрозни,3
13026,Дъщеря,3
13027,th,3
13028,неравен,3
13029,пат.формации,3
13030,Раничка,3
13031,ЛЕСНО,3
13032,заемат,3
13033,овърхностна,3
13034,ТЕСТИС,3
13035,Перкуторно,3
13036,ВЪЗЕЛ,3
13037,ГРЪДНАТА,3
13038,МУСКУЛАТУРАТА,3
13039,ДЪНО,3
13040,ХИПЕРЕМИРАН,3
13041,ТАЗОБЕДРЕНА,3
13042,г.Задоволително,3
13043,пир,3
13044,норм.сърд.граници,3
13045,Кушинг,3
13046,Психиаг,3
13047,Хематурия,3
13048,Тираж,3
13049,Зрен,3
13050,лимфаденитис,3
13051,Колянни,3
13052,живи.Сетивност,3
13053,НОВООБРАЗУВАНИЕ,3
13054,Кожни,3
13055,Носопоказал,3
13056,брадилалия,3
13057,ITM,3
13058,ЦЕРУМЕН,3
13059,МЛЕЧНАТА,3
13060,ДЕБЕЛО,3
13061,тон.ЧВД,3
13062,диашне,3
13063,хипертрофична,3
13064,DATEсм,3
13065,СКОВАНОСТ,3
13066,ст.неболезнена,3
13067,инвулативни,3
13068,Млжлези,3
13069,фиброкистозни,3
13070,Походка-самостоятелна,3
13071,ФПС.Кожа,3
13072,вродени,3
13073,бронхообструкция,3
13074,цикатрикс-холецистектомия,3
13075,права,3
13076,Отговаря,3
13077,флебитис,3
13078,ед.др.вл.хрипове,3
13079,поликистозна,3
13080,общомозъчна,3
13081,венозени,3
13082,Палеца,3
13083,неврлог,3
13084,лумб.област,3
13085,Оп.дв.апарат,3
13086,дифинитивен,3
13087,анус-претер,3
13088,Компенсаторна,3
13089,Физиологична,3
13090,Варикоза,3
13091,мацерация,3
13092,Невъзможна,3
13093,систоло-диаст,3
13094,инфилтрирана,3
13095,t=,3
13096,Визикуларно,3
13097,незарастнала,3
13098,м.кв.Психичен,3
13099,Секреция,3
13100,Р.С.Д.нормофриквентна,3
13101,епалпират,3
13102,Ниско,3
13103,двумерно,3
13104,ДОС-ние,3
13105,нер,3
13106,зьрно,3
13107,рулмо,3
13108,Външни,3
13109,NUM.min.Корем,3
13110,крайника.Зрителна,3
13111,ЛИГАВИЦИ-БЛЕДОРОЗОВИ,3
13112,окло,3
13113,скована,3
13114,ГОДИНИТЕ,3
13115,ПОДКОЖНА,3
13116,СИСТЕМА,3
13117,алба.ОДА,3
13118,един.екстрасистоли,3
13119,хипесетезия,3
13120,запзена,3
13121,Гр.кош-нормост,3
13122,Vл,3
13123,пулсации-двустранно,3
13124,пат.ЛББ-пълен,3
13125,пулмонале,3
13126,забележими,3
13127,сенилно,3
13128,Рериферни,3
13129,Задоволитилно,3
13130,система-визикулярно,3
13131,клинически,3
13132,здраво,3
13133,ребренаната,3
13134,оплаквания-няма.Психично,3
13135,ФИЗИКАЛНИ,3
13136,СОМАТИЧНИЯ,3
13137,гърда-NUM,3
13138,без-вид-иктер,3
13139,с-меко-еластична-котсистенция-неболезнени-при-допир-и-палпация-подвижни-несрастнали-помежду-си-или-с-подлежаща-тькан,3
13140,Зап-общо-с-ние,3
13141,зап-периф,3
13142,влажен-необложен,3
13143,на-дебело-черво,3
13144,без-хрипове,3
13145,мин-забол-ВБНМК,3
13146,опер-про-ца-пик-мех,3
13147,NUM-от-тогава-ред-консул-с-уретротомии-около-NUM,3
13148,главоболие-от-изоденит-отоци-от-нордипин,3
13149,алергия-дилатренд,3
13150,слухопротезиране,3
13151,пер.физ.хепар,3
13152,ребр.дьга,3
13153,бил-без-пост-катетьр,3
13154,Задов-общо-с-ние,3
13155,до-DATE,3
13156,мек-палп.небол-пер.физ,3
13157,хепар-на-ребр-дьга,3
13158,без-оплак-рег-ИБС-след-провежд-на-химио-и-льче-терапия-систем-леч-дисп-кард,3
13159,г-ре-кр-захар-на-гл-NUM,3
13160,фам-обрем-майка-с-ХБ,3
13161,от-около-месец-засилени-нощтни-крампи,3
13162,вкл-в-диспан,3
13163,фам.обрем-не.нервно-псих-с-ние-норма-за-вьзр,3
13164,ПМТ-изразена,3
13165,ЕКГ-Синусов,3
13166,ало-и,3
13167,ПМТ-редуцирана,3
13168,глобус,3
13169,съсиреци,3
13170,Сетивност-намалена,3
13171,ОС-намалено,3
13172,лиг.бл.роз,3
13173,Гл-прав.конф.Шия,3
13174,палп.Щит.жл,3
13175,сетивн,3
13176,NUM=,3
13177,неболезнне,3
13178,девете,3
13179,ГИН.СТАТУС,3
13180,МАН.ИЗСЛ.на,3
13181,СЕТ,3
13182,наяправление,3
13183,Апсихозна,3
13184,Апсихозен,3
13185,дьга.Корем,3
13186,повьрхност,3
13187,Сьстояние,3
13188,ЕКГ-абс.аритмия,3
13189,сомоизсл,3
13190,видми,3
13191,аритм.с.д,3
13192,дв.хориз,3
13193,Геник,3
13194,симптоми-липсват,3
13195,церуменни,3
13196,усирени,3
13197,деформаци,3
13198,дискрети,3
13199,гоовр,3
13200,величени,3
13201,тазов,3
13202,депр-ни,3
13203,разстройства,3
13204,СНРУСИЛЕНИ,3
13205,НЕОПРЕДЕЛЕНА,3
13206,старчески,3
13207,плочка,3
13208,нок,3
13209,конкретен,3
13210,житейски,3
13211,зависимо,3
13212,фракт,3
13213,закашляне,3
13214,конюнктивна,3
13215,стъп.артерии,3
13216,възможно,3
13217,раждане-NUM,3
13218,Ем,3
13219,Кл,3
13220,фиброзно,3
13221,Зр.и,3
13222,р-си-без,3
13223,патол-я,3
13224,пролабират,3
13225,протези,3
13226,тестовато-зърниста,3
13227,ТМО.,3
13228,осъществен,3
13229,запазини,3
13230,ОО,3
13231,хипестензия,3
13232,ЛЦХ,3
13233,коляно-оточно,3
13234,изокория,3
13235,добни,3
13236,Левия,3
13237,см.Крайници,3
13238,бл.роз.Пулмо,3
13239,съст.Изострено,3
13240,затоплена,3
13241,уробилиног,3
13242,Цветоус-норм.Пулмо,3
13243,Генитален,3
13244,ляво.Палпаторна,3
13245,помътнена,3
13246,бомбирана,3
13247,отриц.Крайници,3
13248,стабилизирано,3
13249,ексудативни,3
13250,подкожно,3
13251,супрапубична,3
13252,илгавици,3
13253,Дишане-ЧВД,3
13254,Суск,3
13255,б.ол,3
13256,Патол,3
13257,гр.Бабински,3
13258,нито,3
13259,Р-СИ,3
13260,Об.т-NUM,3
13261,ТВЪРД,3
13262,тъжка,3
13263,моторно,3
13264,диасно,3
13265,кг.ОТ,3
13266,секерет,3
13267,по-уплътнена,3
13268,Secc,3
13269,ДОЯ,3
13270,ц-кс,3
13271,ляво.Сърце,3
13272,ДС-Изострено,3
13273,НПП-без,3
13274,умер,3
13275,С.Гърло,3
13276,жл.Проведено,3
13277,НПП-изпълнява,3
13278,лигавици-възрастови,3
13279,деформитет,3
13280,портокал,3
13281,Голям,3
13282,неправилни,3
13283,звустранно,3
13284,Тежка,3
13285,дейнаст,3
13286,върх,3
13287,отр.Липсва,3
13288,стуктура,3
13289,ПВА-б.о,3
13290,хистеректомиам,3
13291,сърд.тоновеакцентуиран,3
13292,норм.ТАО,3
13293,неувеличени.Авто,3
13294,Мл.жл.ампутацио,3
13295,леиен,3
13296,вулвектомия,3
13297,лимфонодули,3
13298,запазении,3
13299,девте,3
13300,уд.мин.арт.налягане-NUM,3
13301,ЕД.СУХИ,3
13302,реналис-отр.дв,3
13303,ритм.ускорена,3
13304,псих.състояние,3
13305,Ода,3
13306,эа,3
13307,дъна-папили,3
13308,Макули,3
13309,подчелюстно,3
13310,ЗАЧЕРВЕНИ,3
13311,КОГНИТИВНИ,3
13312,ПОЯСНА,3
13313,С-МИ,3
13314,СВИР,3
13315,сс,3
13316,Отоскопично,3
13317,цианотична,3
13318,Невъзможност,3
13319,неувеличено,3
13320,Л-С,3
13321,Р-М,3
13322,ЧЕЛЮСТ,3
13323,Тегл,3
13324,анамнезата,3
13325,лок,3
13326,Шиен,3
13327,психичния,3
13328,разроворна,3
13329,ритнопатия,3
13330,ПОЗИЦИОНЕН,3
13331,ПРЕСБИОПИЯ,3
13332,квадратектомия,3
13333,хернии,3
13334,остеопораза,3
13335,постовени,3
13336,анизокория,3
13337,Імин,3
13338,ИТМ-нормални,3
13339,д.мл.жлеза,3
13340,без.хрипове,3
13341,EKГ-синусов,3
13342,ануспретер,3
13343,Ех.Корем,3
13344,вертигопостурална,3
13345,Псевдобулбарен,3
13346,свалени,3
13347,СД-ритъм,3
13348,РМ-NUM,3
13349,физ.р-е.ПЛВ,3
13350,ед.др.влажни,3
13351,СДа-ритм,3
13352,мин.с,3
13353,Редуцирано,3
13354,трахеостомата,3
13355,палпируемо,3
13356,сензомоторен,3
13357,ръце.Пулмо,3
13358,Д=,3
13359,хепато-спленомегалия,3
13360,слухи,3
13361,координацията,3
13362,У.Л.В.ИЗСЛЕДВАНЕ,3
13363,ЗРИТ.ОСТРОТА,3
13364,проямна,3
13365,нивот,3
13366,NUM.Пулмо,3
13367,СНР-живи.симетрични,3
13368,ДЕСНИ,3
13369,стивност,3
13370,пак,3
13371,Графе,3
13372,Щелбах,3
13373,оток.Кожа,3
13374,еритемопапулозен,3
13375,опипа,3
13376,Походка-атактична,3
13377,неуточнен,3
13378,междупрешленните,3
13379,Суспектна,3
13380,органосъхраняваща,3
13381,артериалните,3
13382,обюо,3
13383,МА-сърдечни,3
13384,липсвач,3
13385,МА-сърд.граници,3
13386,фон,3
13387,Косто-диафрагмално,3
13388,К.статус,3
13389,Отточна,3
13390,Гълго-хиперемирани,3
13391,б.Кожа,3
13392,ОРГАНОСЪХР,3
13393,КОЛЯННА,3
13394,ПЛВ-НЕУВ,3
13395,СТ-ХИПЕСТЕЗИЯ,3
13396,ИКТЕР,3
13397,интеркостална,3
13398,левкоплакия,3
13399,SR-пол,3
13400,KOR,3
13401,ЯЙЧНИКА,3
13402,ПОЛОЖЕН,3
13403,Б.О.Ч.ДРОБ,3
13404,ПАЛИРАТ,3
13405,NUM.КОРЕМ,3
13406,сетивност-намалена,3
13407,b.o.RR,3
13408,СНР-леко,3
13409,синкави,3
13410,ПЪПА,3
13411,ВЪТР,3
13412,върховете,3
13413,Чд,3
13414,яснифр,3
13415,походк,3
13416,Посоператвина,3
13417,Намлени,3
13418,уврредено,3
13419,подутини,3
13420,отклония,3
13421,сакрум,3
13422,Сукусио-отр.крайници,3
13423,мин.тонове,3
13424,разл,3
13425,РОЗОВО,3
13426,автопсихически,3
13427,ивлажни,3
13428,бощо,3
13429,остеопоротични,3
13430,гр.жл,3
13431,Приведена,3
13432,Куцаща,3
13433,кв,3
13434,Цвет.норм.Vis-пресб,3
13435,щит.жл-неув,3
13436,Норм.тел,3
13437,фибр,3
13438,свързани,3
13439,хемангиом,3
13440,яйчн,3
13441,норм.Цветоус,3
13442,норм.Vis,3
13443,полух,3
13444,St,3
13445,мургав,3
13446,едих,3
13447,прек,3
13448,мъжд,3
13449,дишне,3
13450,дебела,3
13451,Дава,3
13452,глутеусите,3
13453,палп.Сук.рен,3
13454,Abdomen-палпаторно,3
13455,Псих.с-е,3
13456,с-ние.Нормостеничен,3
13457,силуети,3
13458,неуплътнени,3
13459,инфилтративен,3
13460,илеоцекална,3
13461,ОПОРНО-ДВИГАТЕЛЕН,3
13462,ВРАТА,3
13463,Студени,3
13464,ПРОМЕНЕНИ,3
13465,Крйници,3
13466,конюктива,3
13467,третапо,3
13468,Фонтанела,3
13469,None,3
13470,вед,3
13471,неув.Мл,3
13472,К.Р-Б.О,3
13473,ЩЖ-Б.О,3
13474,дв.ОДС,3
13475,Сколиози-няма.ПЛВ,3
13476,неув.Пер,3
13477,еквинуварус,3
13478,съсояние.Кожа,3
13479,Артр.пром.влумб,3
13480,възбуден,3
13481,устранно,3
13482,редуцирена,3
13483,скоростза,3
13484,кр.Хипотония,3
13485,липсв,3
13486,ЕКГ.RR,3
13487,мшр,3
13488,самопроверка,3
13489,рад,3
13490,болзененост,3
13491,цефалгичен,3
13492,отози,3
13493,лигавици-нормална,3
13494,Лигав,3
13495,ерозия,3
13496,зъбите,3
13497,артерии-запазени,3
13498,ок.декстра,3
13499,хватателна,3
13500,ЗПСП.Зрителна,3
13501,neur,3
13502,стена-мека,3
13503,брадикинетичен,3
13504,изразяващо,3
13505,ЛИЦЕ,3
13506,ръби,3
13507,пато,3
13508,по-силна,3
13509,с.ма,3
13510,жлъчката,3
13511,ДС-,3
13512,дъга.Отд.с-ма,3
13513,ахиловите,3
13514,доп.шумове,3
13515,неув.Succ,3
13516,итрофични,3
13517,исъбития,3
13518,Pulmo-задълбочено,3
13519,норморитмична,3
13520,авт.По,3
13521,Мингацини-без,3
13522,проби-НПП,3
13523,реакций,3
13524,БЛУМБЕРГ,3
13525,реналис-отр.двустр,3
13526,хипермиран,3
13527,КОжа,3
13528,хеморагичен,3
13529,ПМТ.ГДП,3
13530,хрипаве,3
13531,симфизната,3
13532,зараднала,3
13533,лези,3
13534,МУСК,3
13535,SUC,3
13536,огр.и,3
13537,едн.стр,3
13538,едн,3
13539,Д-Невр,3
13540,сетивноста,3
13541,СГ,3
13542,Насрочена,3
13543,ПАРАВЕРТЕБРАЛНА,3
13544,гъбични,3
13545,роб,3
13546,ритм.сърд.дейн,3
13547,КРЪВНО,3
13548,ААДП,3
13549,НОКТИТЕ,3
13550,УЧАСТЪЦИ,3
13551,установи,3
13552,Крайнициб,3
13553,ср.увредено,3
13554,Бледо-розови,3
13555,Laseg,3
13556,ангажирани,3
13557,респиарторно,3
13558,боезненост,3
13559,ДПН,3
13560,черендроб,3
13561,cor-аритмична,3
13562,ф.р,3
13563,спокоенхепар-неувеличен,3
13564,ср-ва,3
13565,СНР-еднакви,3
13566,умер.живи,3
13567,норм.оцветена,3
13568,дерматитни,3
13569,С.Ч.мин,3
13570,ТРАГУСА,3
13571,T-NUM,3
13572,с-ние.Гинекологичен,3
13573,орален,3
13574,автоматизъм,3
13575,крайници.Неврологичен,3
13576,Артрозна,3
13577,налява,3
13578,състояние.Бял,3
13579,Притъпен,3
13580,дурзалис,3
13581,материя,3
13582,зрит.остр.намалена,3
13583,лиг.роз,3
13584,щит.жл.неув.норм,3
13585,норм.тонове,3
13586,зрит.остр.нмалена,3
13587,муск.уморяемост,3
13588,вр.и,3
13589,увел.и,3
13590,палп.бол.в,3
13591,а.с.д,3
13592,редуц,3
13593,Cor-рит.сърд.д-ност,3
13594,min.глухи,3
13595,ляво.Корем,3
13596,метеоричен,3
